text,text_clean,label_id,category,panjang_karakter,jumlah_kata,ada_angka,semua_kapital,jumlah_kata_kunci_cocok,kata_makanan,kata_minuman,kata_transportasi,kata_belanja,kata_tagihan,kata_hiburan,kata_kesehatan
ROYAL CHEESE TART,royal cheese tart,1,minuman,17,3,0,1,1,0,1,0,0,0,0,0
JASMINE,jasmine,0,makanan,7,1,0,1,1,1,0,0,0,0,0,0
P. RIBS SP (R),p ribs sp r,7,lain_lain,11,4,0,1,0,0,0,0,0,0,0,0
PORK TENDER (L),pork tender l,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
TAIL STOMACH (S),tail stomach s,7,lain_lain,14,3,0,1,0,0,0,0,0,0,0,0
P. INTESTINE (R),p intestine r,1,minuman,13,3,0,1,1,0,1,0,0,0,0,0
CAKWE (L),cakwe l,7,lain_lain,7,2,0,1,0,0,0,0,0,0,0,0
WHITE RICE,white rice,1,minuman,10,2,0,1,2,1,1,0,0,0,0,0
PLAIN CONGEE,plain congee,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
Fanta Stwbry (L),fanta stwbry l,1,minuman,14,3,0,0,1,0,1,0,0,0,0,0
UDANG REBUS (M),udang rebus m,0,makanan,13,3,0,1,2,1,0,1,0,0,0,0
ANGSIO TH PC JMR,angsio th pc jmr,7,lain_lain,16,4,0,1,0,0,0,0,0,0,0,0
AYAM GR KERING,ayam gr kering,0,makanan,14,3,0,1,1,1,0,0,0,0,0,0
NASI GORENG NJUN,nasi goreng njun,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
SUP BURUNG DARA,sup burung dara,7,lain_lain,15,3,0,1,0,0,0,0,0,0,0,0
CHINESE TEA KWAN'IM,chinese tea kwan im,1,minuman,19,4,0,1,1,0,1,0,0,0,0,0
TUNA & CHEDDAR,tuna cheddar,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
ONION RINGS,onion rings,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
AQUA BTL,aqua btl,1,minuman,8,2,0,1,1,0,1,0,0,0,0,0
1GA+2CK+RW+RB12,1ga 2ck rw rb12,7,lain_lain,15,4,1,1,0,0,0,0,0,0,0,0
Astor Stick Cokelat 40gr,astor stick cokelat 40gr,7,lain_lain,24,4,1,0,0,0,0,0,0,0,0,0
green tea,green tea,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
NASI UDUK SATE BUNTEL,nasi uduk sate buntel,0,makanan,21,4,0,1,1,1,0,0,0,0,0,0
NASI BALI (EMPAL),nasi bali empal,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
Benedict Burrito,benedict burrito,7,lain_lain,16,2,0,0,0,0,0,0,0,0,0,0
Lychee Ice Tea,lychee ice tea,1,minuman,14,3,0,0,1,0,1,0,0,0,0,0
Soup Of The Day,soup of the day,0,makanan,15,4,0,0,1,1,0,0,0,0,0,0
Strawberry jc,strawberry jc,7,lain_lain,13,2,0,0,0,0,0,0,0,0,0,0
Viet Latte,viet latte,1,minuman,10,2,0,0,1,0,1,0,0,0,0,0
SOGOGI JAPCHAE,sogogi japchae,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
GYERAN MARI,gyeran mari,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
JEK SEOK TEOK POKI (S),jek seok teok poki s,7,lain_lain,20,5,0,1,0,0,0,0,0,0,0,0
* MINERAL WATER,mineral water,1,minuman,13,2,0,1,3,1,1,0,0,1,0,0
EL KEUN HWANGTAE SUNDUBU (TUKBEGI),el keun hwangtae sundubu tukbegi,7,lain_lain,32,5,0,1,0,0,0,0,0,0,0,0
DAK GANG JEONG,dak gang jeong,7,lain_lain,14,3,0,1,0,0,0,0,0,0,0,0
YANG NYEOM SAM GYEOP SAL,yang nyeom sam gyeop sal,7,lain_lain,24,5,0,1,0,0,0,0,0,0,0,0
PREMIUM YANGNYEOM GALBISAL,premium yangnyeom galbisal,0,makanan,26,3,0,1,1,1,0,0,0,0,0,0
JEKSEOK YANG NYEOM GUI,jekseok yang nyeom gui,7,lain_lain,22,4,0,1,0,0,0,0,0,0,0,0
S-Fresh Lemon Lime,s fresh lemon lime,1,minuman,18,4,0,0,1,0,1,0,0,0,0,0
SOP AYM BNG,sop aym bng,0,makanan,11,3,0,1,1,1,0,0,0,0,0,0
TEH TARIK P,teh tarik p,1,minuman,11,3,0,1,1,0,1,0,0,0,0,0
RB. COKLAT BUN,rb coklat bun,1,minuman,13,3,0,1,2,1,1,0,0,0,0,0
RB. CREPES CHICKEN,rb crepes chicken,1,minuman,17,3,0,1,2,1,1,0,0,0,0,0
NESTLE 600 M1,nestle 600 m1,1,minuman,13,3,1,1,1,0,1,0,0,0,0,0
SINGLE Cone,single cone,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
ELEPHANT READ BEAN,elephant read bean,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
chapsal twister donnut,chapsal twister donnut,7,lain_lain,22,3,0,0,0,0,0,0,0,0,0,0
DOUBLE CHICK BREAST,double chick breast,7,lain_lain,19,3,0,1,0,0,0,0,0,0,0,0
IPED MANDARIN,iped mandarin,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
Hokkaido,hokkaido,7,lain_lain,8,1,0,0,0,0,0,0,0,0,0,0
TOAST BREAD,toast bread,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
- Gyro Platter Large,gyro platter large,1,minuman,18,3,0,0,1,0,1,0,0,0,0,0
TEH BTL ES,teh btl es,1,minuman,10,3,0,1,1,0,1,0,0,0,0,0
TEH TELOR,teh telor,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
CORDON BLEU,cordon bleu,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
TRIPPLE CHEESF,tripple cheesf,1,minuman,14,2,0,1,1,0,1,0,0,0,0,0
Mineral Water (S).,mineral water s,1,minuman,15,3,0,0,3,1,1,0,0,1,0,0
Nasi Liwet,nasi liwet,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
Ayam Garang Asem,ayam garang asem,0,makanan,16,3,0,0,1,1,0,0,0,0,0,0
Ayam. Kremes,ayam kremes,1,minuman,11,2,0,0,2,1,1,0,0,0,0,0
Nila Penyet + Nasi,nila penyet nasi,0,makanan,16,3,0,0,1,1,0,0,0,0,0,0
Nasi Goreng Gila,nasi goreng gila,0,makanan,16,3,0,0,1,1,0,0,0,0,0,0
Nasi Goreng Rawon,nasi goreng rawon,0,makanan,17,3,0,0,1,1,0,0,0,0,0,0
Mendoan,mendoan,7,lain_lain,7,1,0,0,0,0,0,0,0,0,0,0
Teh Tawar Panas,teh tawar panas,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
Dumpling,dumpling,7,lain_lain,8,1,0,0,0,0,0,0,0,0,0,0
Jamur Kuping,jamur kuping,3,belanja,12,2,0,0,1,0,0,0,1,0,0,0
Caisim Kecil,caisim kecil,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Lapchiong,lapchiong,7,lain_lain,9,1,0,0,0,0,0,0,0,0,0,0
Otak-otak Singapore,otak otak singapore,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
Bihun (MLY),bihun mly,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
CHOCOLATE SUNDAE,chocolate sundae,1,minuman,16,2,0,1,1,0,1,0,0,0,0,0
REGULAR FRIES,regular fries,1,minuman,13,2,0,1,1,0,1,0,0,0,0,0
TakeAway Charge,takeaway charge,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
KUE CUBIT OVO/ SKIPPY,kue cubit ovo skippy,7,lain_lain,20,4,0,1,0,0,0,0,0,0,0,0
ES BUAH,es buah,1,minuman,7,2,0,1,1,0,1,0,0,0,0,0
DODOT KAKEK,dodot kakek,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
DODOT CUCU COKLAT,dodot cucu coklat,1,minuman,17,3,0,1,1,0,1,0,0,0,0,0
CHOCOLATE MILK SHAKE,chocolate milk shake,1,minuman,20,3,0,1,2,1,1,0,0,0,0,0
T. TARIK GREENTEA DINGIN,t tarik greentea dingin,1,minuman,23,4,0,1,1,0,1,0,0,0,0,0
ICED CAPPUCINO JELLY,iced cappucino jelly,1,minuman,20,3,0,1,1,0,1,0,0,0,0,0
TEH PAHIT PANAS,teh pahit panas,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
[RICHE] BLACK SAKURA,riche black sakura,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
Soto Daging,soto daging,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Teh Tawar Hangat,teh tawar hangat,1,minuman,16,3,0,0,1,0,1,0,0,0,0,0
PAKET SUPER MANTAP 2A RAACHA,paket super mantap 2a raacha,7,lain_lain,28,5,1,1,0,0,0,0,0,0,0,0
1009-Roti Kelapa,1009 roti kelapa,0,makanan,16,3,1,0,1,1,0,0,0,0,0,0
1245-Plastik Tentengan Kecil,1245 plastik tentengan kecil,3,belanja,28,4,1,0,1,0,0,0,1,0,0,0
Dom Cha Vire Sls,dom cha vire sls,7,lain_lain,16,4,0,0,0,0,0,0,0,0,0,0
P J Cotes du,p j cotes du,1,minuman,12,4,0,0,1,0,1,0,0,0,0,0
AQUA 600ML,aqua 600ml,1,minuman,10,2,1,1,1,0,1,0,0,0,0,0
BIHUN GORENG SPECIAL,bihun goreng special,0,makanan,20,3,0,1,1,1,0,0,0,0,0,0
BIHUN MASAK KUAH,bihun masak kuah,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
ES ALPUKAT,es alpukat,1,minuman,10,2,0,1,1,0,1,0,0,0,0,0
ES THE TAWAR,es the tawar,1,minuman,12,3,0,1,1,0,1,0,0,0,0,0
IFUMIE,ifumie,0,makanan,6,1,0,1,1,1,0,0,0,0,0,0
JUICE ALPUKAT,juice alpukat,1,minuman,13,2,0,1,1,0,1,0,0,0,0,0
JUICE STRAWBERRY,juice strawberry,1,minuman,16,2,0,1,1,0,1,0,0,0,0,0
KWETIAW SIRAM SAPI,kwetiaw siram sapi,0,makanan,18,3,0,1,1,1,0,0,0,0,0,0
KWETIAW SIRAM SEA,kwetiaw siram sea,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
KWETIAW GORENG SAPI,kwetiaw goreng sapi,0,makanan,19,3,0,1,1,1,0,0,0,0,0,0
KWETIAW GORENG SEA,kwetiaw goreng sea,0,makanan,18,3,0,1,1,1,0,0,0,0,0,0
MIE GORENG SPECIAL,mie goreng special,0,makanan,18,3,0,1,1,1,0,0,0,0,0,0
MPEKMPEK K SELAM,mpekmpek k selam,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
MPEKMPEK LENJER,mpekmpek lenjer,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
NASI GORENG SPECIAL,nasi goreng special,0,makanan,19,3,0,1,1,1,0,0,0,0,0,0
TEH MANIS PANAS,teh manis panas,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
TEH TAWAR,teh tawar,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
YAMIN BASO SAPI,yamin baso sapi,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
YAMIN PANGSIT REBUS,yamin pangsit rebus,0,makanan,19,3,0,1,2,1,0,1,0,0,0,0
SPECIALTY COMBO,specialty combo,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
BOTTLED WATER,bottled water,1,minuman,13,2,0,1,2,0,1,0,0,1,0,0
STIX ECLAIRS,stix eclairs,1,minuman,12,2,0,1,2,0,1,0,0,1,0,0
PAKET DOSIRAK 1,paket dosirak 1,7,lain_lain,15,3,1,1,0,0,0,0,0,0,0,0
Choco Peanut,choco peanut,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Mineral water (s),mineral water s,1,minuman,15,3,0,0,3,1,1,0,0,1,0,0
Blend GT (M),blend gt m,7,lain_lain,10,3,0,0,0,0,0,0,0,0,0,0
Extra Ice Cream,extra ice cream,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
French Fries + FF,french fries ff,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
Banana Cho + NuTea,banana cho nutea,1,minuman,16,3,0,0,1,0,1,0,0,0,0,0
3002-Kyoto Choco Mochi,3002 kyoto choco mochi,7,lain_lain,22,4,1,0,0,0,0,0,0,0,0,0
1019-Choco Banana,1019 choco banana,7,lain_lain,17,3,1,0,0,0,0,0,0,0,0,0
CUSTARD SOBORO,custard soboro,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
Peach Tea,peach tea,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Lemon Tea,lemon tea,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Chicken Kazan Curry,chicken kazan curry,0,makanan,19,3,0,0,1,1,0,0,0,0,0,0
Chicken Karamiso Special,chicken karamiso special,0,makanan,24,3,0,0,1,1,0,0,0,0,0,0
Chicken Shio Special,chicken shio special,0,makanan,20,3,0,0,1,1,0,0,0,0,0,0
Beef Set A,beef set a,0,makanan,10,3,0,0,1,1,0,0,0,0,0,0
CHOCO TIME,choco time,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
LONTONG CAP GO MEH,lontong cap go meh,0,makanan,18,4,0,1,1,1,0,0,0,0,0,0
NASI LIWET (SATE BUNTEL AYAM),nasi liwet sate buntel ayam,0,makanan,27,5,0,1,1,1,0,0,0,0,0,0
TEH JAWA,teh jawa,1,minuman,8,2,0,1,1,0,1,0,0,0,0,0
BAGUETTE,baguette,3,belanja,8,1,0,1,1,0,0,0,1,0,0,0
Angus Striploin,angus striploin,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Chicken Steak,chicken steak,1,minuman,13,2,0,0,2,1,1,0,0,0,0,0
CK Redvelvet,ck redvelvet,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Creamed Spinach,creamed spinach,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
F Squeeze Orange,f squeeze orange,7,lain_lain,16,3,0,0,0,0,0,0,0,0,0,0
House Blend,house blend,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
Ice Tea Peach,ice tea peach,1,minuman,13,3,0,0,1,0,1,0,0,0,0,0
Ice Tea Rasp,ice tea rasp,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
Jasmine Tea,jasmine tea,1,minuman,11,2,0,0,2,1,1,0,0,0,0,0
Roasted Chicken,roasted chicken,0,makanan,15,2,0,0,1,1,0,0,0,0,0,0
Salmon,salmon,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
Salmon Seaweed Bowl,salmon seaweed bowl,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
Sorbet,sorbet,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
3180-Soes Marmer,3180 soes marmer,1,minuman,16,3,1,0,1,0,1,0,0,0,0,0
1006-Roti Molen,1006 roti molen,0,makanan,15,3,1,0,1,1,0,0,0,0,0,0
1244-Plastik Tentengan Sedang,1244 plastik tentengan sedang,3,belanja,29,4,1,0,1,0,0,0,1,0,0,0
CHEESE TIME,cheese time,1,minuman,11,2,0,1,1,0,1,0,0,0,0,0
medium tub,medium tub,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
AOP Seafood,aop seafood,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
Omurice Katsu Curry,omurice katsu curry,1,minuman,19,3,0,0,2,1,1,0,0,0,0,0
Earl Gray Tea,earl gray tea,1,minuman,13,3,0,0,1,0,1,0,0,0,0,0
SPICY WOSAM R,spicy wosam r,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
1 MIE UP BSR C,1 mie up bsr c,0,makanan,14,5,1,1,1,1,0,0,0,0,0,0
Fanta Strwbry (L),fanta strwbry l,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
XXI Java Tea Spc,xxi java tea spc,1,minuman,16,4,0,0,1,0,1,0,0,0,0,0
Caramel Medium,caramel medium,7,lain_lain,14,2,0,0,0,0,0,0,0,0,0,0
Butter Milk Popcorn,butter milk popcorn,1,minuman,19,3,0,0,2,1,1,0,0,0,0,0
Tahu Ikan Oma Giok,tahu ikan oma giok,0,makanan,18,4,0,0,1,1,0,0,0,0,0,0
ORIGINAL 6 PCS,original 6 pcs,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
KWT GR MGMSP,kwt gr mgmsp,7,lain_lain,12,3,0,1,0,0,0,0,0,0,0,0
TEH HANGAT,teh hangat,1,minuman,10,2,0,1,1,0,1,0,0,0,0,0
CF NASI PUTIH,cf nasi putih,0,makanan,13,3,0,1,1,1,0,0,0,0,0,0
CF BBQ CHKN WING,cf bbq chkn wing,7,lain_lain,16,4,0,1,0,0,0,0,0,0,0,0
FILLET DORI,fillet dori,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
KERUPUK KERING,kerupuk kering,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
Kwetiaw Ayam Jamur,kwetiaw ayam jamur,0,makanan,18,3,0,0,2,1,0,0,1,0,0,0
1/2 OTAK-OTAK,1 2 otak otak,7,lain_lain,13,4,1,1,0,0,0,0,0,0,0,0
Es Cincau,es cincau,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
CRANBERRY WALNUT (S),cranberry walnut s,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
BLACK CHEESE HOTDOG,black cheese hotdog,1,minuman,19,3,0,1,1,0,1,0,0,0,0,0
Lemon Tea (L),lemon tea l,1,minuman,11,3,0,0,1,0,1,0,0,0,0,0
Iced Sleepy Coffee,iced sleepy coffee,1,minuman,18,3,0,0,1,0,1,0,0,0,0,0
Pisang Goreng,pisang goreng,0,makanan,13,2,0,0,1,1,0,0,0,0,0,0
THAI TEA,thai tea,1,minuman,8,2,0,1,1,0,1,0,0,0,0,0
PKT LELEH AYM GEPRK,pkt leleh aym geprk,7,lain_lain,19,4,0,1,0,0,0,0,0,0,0,0
PKT MIE LELEH,pkt mie leleh,0,makanan,13,3,0,1,1,1,0,0,0,0,0,0
ES TEH TAWAR,es teh tawar,1,minuman,12,3,0,1,1,0,1,0,0,0,0,0
Lychee Tea,lychee tea,1,minuman,10,2,0,0,1,0,1,0,0,0,0,0
FROZEN CAPUCINO,frozen capucino,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
NS BISTIK AYM TP,ns bistik aym tp,7,lain_lain,16,4,0,1,0,0,0,0,0,0,0,0
NS+AYAM GR RICA,ns ayam gr rica,0,makanan,15,4,0,1,1,1,0,0,0,0,0,0
KWETIAUW AYM SRM,kwetiauw aym srm,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
BANANA RHUM RAISIN,banana rhum raisin,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
PRAWN & SPINACH PASTA,prawn spinach pasta,0,makanan,19,3,0,1,1,1,0,0,0,0,0,0
TRAD KY TOAST CARTE,trad ky toast carte,0,makanan,19,4,0,1,1,1,0,0,0,0,0,0
<AYA BUN,aya bun,0,makanan,7,2,0,1,1,1,0,0,0,0,0,0
CRISPY REAL CHEESE,crispy real cheese,1,minuman,18,3,0,1,1,0,1,0,0,0,0,0
Lumpia Klt Tahu (3),lumpia klt tahu 3,0,makanan,17,4,1,0,1,1,0,0,0,0,0,0
SM Udang & Aym (4),sm udang aym 4,0,makanan,14,4,1,0,1,1,0,0,0,0,0,0
XLB Kptg&Aym(4),xlb kptg aym 4,7,lain_lain,14,4,1,0,0,0,0,0,0,0,0,0
Brokoli Bwg Putih,brokoli bwg putih,7,lain_lain,17,3,0,0,0,0,0,0,0,0,0,0
Mie Sup WT (U & A),mie sup wt u a,0,makanan,14,5,0,0,1,1,0,0,0,0,0,0
The Roselle,the roselle,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
VALUE MEAL 1,value meal 1,7,lain_lain,12,3,1,1,0,0,0,0,0,0,0,0
Yakiniku Rice Organic,yakiniku rice organic,1,minuman,21,3,0,0,2,1,1,0,0,0,0,0
Mocca Float,mocca float,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
ES ILAT BOYO,es ilat boyo,1,minuman,12,3,0,1,1,0,1,0,0,0,0,0
SAMBEL TOMAT SEG,sambel tomat seg,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
SAYAP AYAM,sayap ayam,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
TEA TAWAR,tea tawar,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
Soft Ori 3 Top,soft ori 3 top,7,lain_lain,14,4,1,0,0,0,0,0,0,0,0,0
Avocado with Rock Salt and Cocoa Cream [R],avocado with rock salt and cocoa cream r,7,lain_lain,40,8,0,0,0,0,0,0,0,0,0,0
Rock salt and Cheese [R] Coffee,rock salt and cheese r coffee,1,minuman,29,6,0,0,1,0,1,0,0,0,0,0
VALUE MEAL 2,value meal 2,7,lain_lain,12,3,1,1,0,0,0,0,0,0,0,0
Nats Bitter Choco cake,nats bitter choco cake,0,makanan,22,4,0,0,1,1,0,0,0,0,0,0
Es Kopi Susu Pandan,es kopi susu pandan,1,minuman,19,4,0,0,1,0,1,0,0,0,0,0
Extra Whipping Cream,extra whipping cream,7,lain_lain,20,3,0,0,0,0,0,0,0,0,0,0
Iced Coffee Latte,iced coffee latte,1,minuman,17,3,0,0,1,0,1,0,0,0,0,0
Iced Sugar Cane,iced sugar cane,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
Sparkling Mango Mojito,sparkling mango mojito,5,hiburan,22,3,0,0,1,0,0,0,0,0,1,0
Iced Coffee,iced coffee,1,minuman,11,2,0,0,1,0,1,0,0,0,0,0
GJ ROASTED MT ( R ),gj roasted mt r,7,lain_lain,15,4,0,1,0,0,0,0,0,0,0,0
GALBI TANG,galbi tang,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
NASI(GONGGI BAB),nasi gonggi bab,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
Peach Iced Tea,peach iced tea,1,minuman,14,3,0,0,1,0,1,0,0,0,0,0
Mango Mint Iced Tea,mango mint iced tea,1,minuman,19,4,0,0,2,1,1,0,0,0,0,0
Nannys Customer Fries,nannys customer fries,1,minuman,21,3,0,0,1,0,1,0,0,0,0,0
Robert Olio Mushroom Spaghetti,robert olio mushroom spaghetti,5,hiburan,30,4,0,0,1,0,0,0,0,0,1,0
Emily's Shrimp Scampi Fettucine,emily s shrimp scampi fettucine,0,makanan,31,5,0,0,1,1,0,0,0,0,0,0
MULNAENGMYON,mulnaengmyon,7,lain_lain,12,1,0,1,0,0,0,0,0,0,0,0
BEEF CURRY UDON,beef curry udon,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
LM Dmplg Chli Sc,lm dmplg chli sc,7,lain_lain,16,4,0,0,0,0,0,0,0,0,0,0
LM Poach Marble Beef,lm poach marble beef,0,makanan,20,4,0,0,1,1,0,0,0,0,0,0
DIMSUM,dimsum,0,makanan,6,1,0,1,1,1,0,0,0,0,0,0
XLB Org Pork 6x,xlb org pork 6x,7,lain_lain,15,4,1,0,0,0,0,0,0,0,0,0
Oolong Jasmine Cup,oolong jasmine cup,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
Tea,tea,1,minuman,3,1,0,0,1,0,1,0,0,0,0,0
KAKIAGE TEMPURA,kakiage tempura,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
COLD OCHA,cold ocha,7,lain_lain,9,2,0,1,0,0,0,0,0,0,0,0
BROWNIE,brownie,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
REAL GANACHE,real ganache,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
Honey Mandarin,honey mandarin,7,lain_lain,14,2,0,0,0,0,0,0,0,0,0,0
HZ CHOCO MT (L) TOPPING,hz choco mt l topping,7,lain_lain,21,5,0,1,0,0,0,0,0,0,0,0
MANGO GT (L),mango gt l,7,lain_lain,10,3,0,1,0,0,0,0,0,0,0,0
CKM 1 OR,ckm 1 or,7,lain_lain,8,3,1,1,0,0,0,0,0,0,0,0
Sundae,sundae,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
Croisant Mini (NAM),croisant mini nam,0,makanan,17,3,0,0,1,1,0,0,0,0,0,0
Bento Barbeque,bento barbeque,7,lain_lain,14,2,0,0,0,0,0,0,0,0,0,0
Lychee Float,lychee float,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
3001-Sakura Mochi,3001 sakura mochi,7,lain_lain,17,3,1,0,0,0,0,0,0,0,0,0
Grande,grande,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
Lemon grass tea (Dine in),lemon grass tea dine in,1,minuman,23,5,0,0,1,0,1,0,0,0,0,0
Cheese Tea Hokkaido Melon,cheese tea hokkaido melon,1,minuman,25,4,0,0,1,0,1,0,0,0,0,0
Air Mineral,air mineral,1,minuman,11,2,0,0,3,1,1,0,0,1,0,0
SWEEAT ICE TEA,sweeat ice tea,1,minuman,14,3,0,1,1,0,1,0,0,0,0,0
OREO MILK BLEND,oreo milk blend,1,minuman,15,3,0,1,2,1,1,0,0,0,0,0
FRIED RC SFOOD,fried rc sfood,0,makanan,14,3,0,1,1,1,0,0,0,0,0,0
SHISHA,shisha,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
MASHED POTATO,mashed potato,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
XXL Crispy Chicken,xxl crispy chicken,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
Original Hugarian Ku,original hugarian ku,7,lain_lain,20,3,0,0,0,0,0,0,0,0,0,0
RB. AI-AI CHOCO,rb ai ai choco,7,lain_lain,14,4,0,1,0,0,0,0,0,0,0,0
Combo 1,combo 1,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
LEMONADE22OZ,lemonade22oz,1,minuman,12,1,1,1,1,0,1,0,0,0,0,0
CHOCOLATE ICE CREAM,chocolate ice cream,1,minuman,19,3,0,1,1,0,1,0,0,0,0,0
MOCCA ICE CREAM,mocca ice cream,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
WAKI PLATTER FOR 4-5,waki platter for 4 5,1,minuman,20,5,1,1,1,0,1,0,0,0,0,0
CHAPJEA,chapjea,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
KALBI PLATTER 2-3,kalbi platter 2 3,1,minuman,17,4,1,1,1,0,1,0,0,0,0,0
escargot florentine,escargot florentine,1,minuman,19,2,0,0,2,0,1,0,0,1,0,0
Zurich Geschnitzel,zurich geschnitzel,1,minuman,18,2,0,0,1,0,1,0,0,0,0,0
Valdostana,valdostana,7,lain_lain,10,1,0,0,0,0,0,0,0,0,0,0
Chicken Herb Crust,chicken herb crust,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
Lasagna Di Carne,lasagna di carne,0,makanan,16,3,0,0,1,1,0,0,0,0,0,0
Lemon Jc,lemon jc,1,minuman,8,2,0,0,1,0,1,0,0,0,0,0
Apple Pie,apple pie,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
hot tea,hot tea,1,minuman,7,2,0,0,1,0,1,0,0,0,0,0
hot lemon tea,hot lemon tea,1,minuman,13,3,0,0,1,0,1,0,0,0,0,0
Seaweed Chicken,seaweed chicken,0,makanan,15,2,0,0,1,1,0,0,0,0,0,0
"ROTI ""0""",roti 0,0,makanan,6,2,1,1,1,1,0,0,0,0,0,0
SHOPPING BAG ROTI'O' 370/,shopping bag roti o 370,0,makanan,23,5,1,1,2,1,0,0,1,0,0,0
Bakmi Ayam Spc Ng,bakmi ayam spc ng,0,makanan,17,4,0,0,1,1,0,0,0,0,0,0
