text,label_id,category,sumber
youtube premium,4,tagihan,synthetic
2 YouTube Premium,4,tagihan,synthetic
WRAP,0,makanan,synthetic
Servis Moto,2,transportasi,synthetic
obat flu,6,kesehatan,synthetic
ROK,3,belanja,synthetic
Buk Novel,5,hiburan,synthetic
burger,0,makanan,synthetic
2 Apotek,6,kesehatan,synthetic
telur ceplok,0,makanan,synthetic
1 Belanja Online,3,belanja,synthetic
BUKU CATATAN,3,belanja,synthetic
1 Paracetamol,6,kesehatan,synthetic
2 Tiket Kereta,2,transportasi,synthetic
FITNESS,5,hiburan,synthetic
Caesar Salad,0,makanan,synthetic
2xHoodie,3,belanja,synthetic
TOP UP PUBG,5,hiburan,synthetic
festival,5,hiburan,synthetic
Popcorn,0,makanan,synthetic
iuran organisasi,7,lain_lain,synthetic
3xSandal,3,belanja,synthetic
2xData Internet,4,tagihan,synthetic
1 Microsoft 365,4,tagihan,synthetic
gocar,2,transportasi,synthetic
2 Hojicha,1,minuman,synthetic
Obat Maa,6,kesehatan,synthetic
TELUR DADAR,0,makanan,synthetic
Biay Periksa,6,kesehatan,synthetic
2 Es Kopi Susu,1,minuman,synthetic
JUS MANGGA,1,minuman,synthetic
pertalite,2,transportasi,synthetic
3xPrint,7,lain_lain,synthetic
cek darah,6,kesehatan,synthetic
2xPie,0,makanan,synthetic
retribusi parkir,2,transportasi,synthetic
2 Paracetamol,6,kesehatan,synthetic
ikan bakar,0,makanan,synthetic
NASI GORENG KAMPUNG,0,makanan,synthetic
BOWLING,5,hiburan,synthetic
1 Apple Music,4,tagihan,synthetic
3xEgg Tart,0,makanan,synthetic
isi pulsa,4,tagihan,synthetic
Ayam Penye,0,makanan,synthetic
1 Jajan,7,lain_lain,synthetic
3xTaman Bermain,5,hiburan,synthetic
iced latte,1,minuman,synthetic
Rice Bowl,0,makanan,synthetic
baterai,3,belanja,synthetic
Nasi Kunin,0,makanan,synthetic
1 Print,7,lain_lain,synthetic
lab kesehatan,6,kesehatan,synthetic
1xKemeja,3,belanja,synthetic
Lychee Drin,1,minuman,synthetic
2 Uang Kos,4,tagihan,synthetic
3xParkir,2,transportasi,synthetic
1xGuardian,6,kesehatan,synthetic
1 OjekOnline,2,transportasi,synthetic
2xCaesar Salad,0,makanan,synthetic
RUMAH SAKIT,6,kesehatan,synthetic
1 WiFi,4,tagihan,synthetic
MULTIVITAMIN,6,kesehatan,synthetic
Egg Tar,0,makanan,synthetic
2 Nescafe,1,minuman,synthetic
1 Taman Bermain,5,hiburan,synthetic
tiket pesawat,2,transportasi,synthetic
PINK LEMONADE,1,minuman,synthetic
Caramel Latt,1,minuman,synthetic
jjajangmyeon,0,makanan,synthetic
3xGuardian,6,kesehatan,synthetic
TIKET PESAWAT,2,transportasi,synthetic
3xSunscreen,3,belanja,synthetic
3xIce Cream,0,makanan,synthetic
1xRawon,0,makanan,synthetic
1 Adobe,4,tagihan,synthetic
1xBowling,5,hiburan,synthetic
bus,2,transportasi,synthetic
2 Buku Novel,5,hiburan,synthetic
Gant Oli,2,transportasi,synthetic
3xTahu Ikan Oma Giok,0,makanan,synthetic
1 Steam,5,hiburan,synthetic
LASAGNA,0,makanan,synthetic
oolong tea,1,minuman,synthetic
TOP UP GAME,5,hiburan,synthetic
PARKIR MOTOR,2,transportasi,synthetic
1 Vitamin D,6,kesehatan,synthetic
2xNachos,0,makanan,synthetic
2xAsuransi,4,tagihan,synthetic
Nasi Baka,0,makanan,synthetic
french toast,0,makanan,synthetic
2xTokopedia,3,belanja,synthetic
GELATO,0,makanan,synthetic
1xStempel,7,lain_lain,synthetic
1 Cabut Gigi,6,kesehatan,synthetic
NUGGET,0,makanan,synthetic
Makan Sian,0,makanan,synthetic
steak,0,makanan,synthetic
TAHU TEMPE,0,makanan,synthetic
RED VELVET,0,makanan,synthetic
2xVanilla Latte,1,minuman,synthetic
2xPink Lemonade,1,minuman,synthetic
wonton,0,makanan,synthetic
PEMBALUT,3,belanja,synthetic
3xIsi Bensin,2,transportasi,synthetic
3xProfiterole,0,makanan,synthetic
modul,3,belanja,synthetic
1 Billiard,5,hiburan,synthetic
3xClub Sandwich,0,makanan,synthetic
2xOngkir,7,lain_lain,synthetic
3xTiket MRT,2,transportasi,synthetic
3xFried Rice,0,makanan,synthetic
2 Nasi Liwet,0,makanan,synthetic
hoodie,3,belanja,synthetic
BANANA BREAD,0,makanan,synthetic
BIAYA PENDAFTARAN,7,lain_lain,synthetic
NESCAFE,1,minuman,synthetic
KIMBAP,0,makanan,synthetic
badminton,5,hiburan,synthetic
ONION RING,0,makanan,synthetic
sandal,3,belanja,synthetic
2xBiaya Transfer,7,lain_lain,synthetic
1xMango Drink,1,minuman,synthetic
taksi online,2,transportasi,synthetic
2 Parfait,0,makanan,synthetic
BROWNIE,0,makanan,synthetic
WAFFLE,0,makanan,synthetic
Parki Mobil,2,transportasi,synthetic
1 Tagihan Telepon,4,tagihan,synthetic
Es Kelapa Mud,1,minuman,synthetic
2 Burger,0,makanan,synthetic
nasi box,0,makanan,synthetic
Pisan Goreng,0,makanan,synthetic
2xYouTube Premium,4,tagihan,synthetic
1 Nugget,0,makanan,synthetic
BBQ CHICKEN,0,makanan,synthetic
NETFLIX,4,tagihan,synthetic
1xAntasida,6,kesehatan,synthetic
ovaltine,1,minuman,synthetic
2 Tiket MRT,2,transportasi,synthetic
1 Softlens,6,kesehatan,synthetic
softlens,6,kesehatan,synthetic
2 Deodoran,3,belanja,synthetic
2 Pasta Gigi,3,belanja,synthetic
MATCHA,1,minuman,synthetic
3xSampo,3,belanja,synthetic
MARTABAK,0,makanan,synthetic
gelang,3,belanja,synthetic
1 Token Listrik,4,tagihan,synthetic
2 Buku Catatan,3,belanja,synthetic
voucher game,5,hiburan,synthetic
TOP UP GENSHIN,5,hiburan,synthetic
Ayam Goreng,0,makanan,synthetic
1 Rawon,0,makanan,synthetic
HEADSET,3,belanja,synthetic
transfer,7,lain_lain,synthetic
2xIkat Pinggang,3,belanja,synthetic
Greek Sala,0,makanan,synthetic
1 Cuci Baju,7,lain_lain,synthetic
1xMilkshake,1,minuman,synthetic
Buk Catatan,3,belanja,synthetic
3xAmoxicillin,6,kesehatan,synthetic
Biaya Pendaftara,7,lain_lain,synthetic
1 Zakat,7,lain_lain,synthetic
peach tea,1,minuman,synthetic
AIR KELAPA,1,minuman,synthetic
1 Sweater,3,belanja,synthetic
2xKaraoke,5,hiburan,synthetic
1 Kacamata,6,kesehatan,synthetic
GULAI,0,makanan,synthetic
1 JNE,7,lain_lain,synthetic
2 Bayar Listrik,4,tagihan,synthetic
POPCORN,0,makanan,synthetic
3xPCR,6,kesehatan,synthetic
Teh Sus,1,minuman,synthetic
kopi susu,1,minuman,synthetic
TAHU IKAN OMA GIOK,0,makanan,synthetic
First Medi,4,tagihan,synthetic
earphone,3,belanja,synthetic
3xJus Melon,1,minuman,synthetic
1xLampu,3,belanja,synthetic
tiramisu,0,makanan,synthetic
Cold Bre,1,minuman,synthetic
1xKuota Internet,4,tagihan,synthetic
1 Nasi Goreng Spesial,0,makanan,synthetic
NASI BAKAR,0,makanan,synthetic
3xPaket Hemat,0,makanan,synthetic
Chips,0,makanan,synthetic
MODUL,3,belanja,synthetic
2xScan,7,lain_lain,synthetic
2xBiaya Kos,4,tagihan,synthetic
Biay Admin,4,tagihan,synthetic
1 Ayam Geprek,0,makanan,synthetic
Pancake,0,makanan,synthetic
1 Tiket Konser,5,hiburan,synthetic
2 Flashdisk,3,belanja,synthetic
2xMicrosoft 365,4,tagihan,synthetic
Oba Maag,6,kesehatan,synthetic
2 Lychee Drink,1,minuman,synthetic
ES DAWET,1,minuman,synthetic
2 Es Kelapa Muda,1,minuman,synthetic
LYCHEE DRINK,1,minuman,synthetic
1 Biaya Admin,4,tagihan,synthetic
NASI AYAM,0,makanan,synthetic
1 Headset,3,belanja,synthetic
2xParkir Mobil,2,transportasi,synthetic
2 Wahana,5,hiburan,synthetic
Tama Bermain,5,hiburan,synthetic
1 BBM,2,transportasi,synthetic
3xMatcha Latte,1,minuman,synthetic
2 Tenis,5,hiburan,synthetic
BIHUN GORENG,0,makanan,synthetic
2xKemeja,3,belanja,synthetic
1 Tagihan WiFi,4,tagihan,synthetic
Le Minera,1,minuman,synthetic
2xNasi Goreng,0,makanan,synthetic
Es Campu,1,minuman,synthetic
2xKonsultasi Dokter,6,kesehatan,synthetic
mizone,1,minuman,synthetic
SPARKLING WATER,1,minuman,synthetic
2xPLN,4,tagihan,synthetic
1xCaesar Salad,0,makanan,synthetic
Disney Plu,4,tagihan,synthetic
1 Kereta Api,2,transportasi,synthetic
1 Shopee,3,belanja,synthetic
2xTambal Gigi,6,kesehatan,synthetic
jus semangka,1,minuman,synthetic
2xMocha,1,minuman,synthetic
BROWN SUGAR LATTE,1,minuman,synthetic
2xSpidol,3,belanja,synthetic
Tike Bioskop,5,hiburan,synthetic
2 GoSend,7,lain_lain,synthetic
BATAGOR,0,makanan,synthetic
1xLensa Kontak,6,kesehatan,synthetic
2 Kopi Aren,1,minuman,synthetic
2 Potong Rambut,7,lain_lain,synthetic
1xRisol,0,makanan,synthetic
Nasi Ayam Gepre,0,makanan,synthetic
Mil Tea,1,minuman,synthetic
1xDokter Gigi,6,kesehatan,synthetic
1xParacetamol,6,kesehatan,synthetic
2xBihun Goreng,0,makanan,synthetic
2xTelur Ceplok,0,makanan,synthetic
2xKereta Api,2,transportasi,synthetic
1xDress,3,belanja,synthetic
Bubbl Tea,1,minuman,synthetic
2xGalbi,0,makanan,synthetic
TAGIHAN TELEPON,4,tagihan,synthetic
2xTeh Tarik,1,minuman,synthetic
Teh Tari,1,minuman,synthetic
2 BPJS Kesehatan,4,tagihan,synthetic
Sew Kos,4,tagihan,synthetic
jaket,3,belanja,synthetic
2 Jilid,7,lain_lain,synthetic
3xRumah Sakit,6,kesehatan,synthetic
rawon,0,makanan,synthetic
AYAM GORENG,0,makanan,synthetic
MIKROLET,2,transportasi,synthetic
commuter line,2,transportasi,synthetic
KEMEJA,3,belanja,synthetic
1xHeadset,3,belanja,synthetic
2 Taman Bermain,5,hiburan,synthetic
1xHoodie,3,belanja,synthetic
apotek,6,kesehatan,synthetic
CROSTINI,0,makanan,synthetic
1xEs Kopi Susu,1,minuman,synthetic
1xSalon,7,lain_lain,synthetic
sandwich,0,makanan,synthetic
2xTas,3,belanja,synthetic
BUKU TULIS,3,belanja,synthetic
2xTiket Masuk,5,hiburan,synthetic
KOLAM RENANG,5,hiburan,synthetic
ROTI BAKAR,0,makanan,synthetic
3xKopi Instan,1,minuman,synthetic
2xMobil Online,2,transportasi,synthetic
TIKET BIOSKOP,5,hiburan,synthetic
1xPCR,6,kesehatan,synthetic
sewa kos,4,tagihan,synthetic
Pecel Lele,0,makanan,synthetic
Uan Kos,4,tagihan,synthetic
1 Tambal Gigi,6,kesehatan,synthetic
1xBiaya Admin,4,tagihan,synthetic
GREEK SALAD,0,makanan,synthetic
1 Masker,6,kesehatan,synthetic
kereta api,2,transportasi,synthetic
WIFI,4,tagihan,synthetic
Kopi Susu Kolone,1,minuman,synthetic
2 Paket Nasi Ayam,0,makanan,synthetic
Kopi Gula Are,1,minuman,synthetic
Mozzarell Stick,0,makanan,synthetic
spbu,2,transportasi,synthetic
strawberry drink,1,minuman,synthetic
3xBuku Novel,5,hiburan,synthetic
lampu,3,belanja,synthetic
milkshake,1,minuman,synthetic
1xEarphone,3,belanja,synthetic
3xE-Toll,2,transportasi,synthetic
3xLasagna,0,makanan,synthetic
1 Makan Malam,0,makanan,synthetic
Nas Liwet,0,makanan,synthetic
2 Tiket Event,5,hiburan,synthetic
Ric Bowl,0,makanan,synthetic
2 Netflix,4,tagihan,synthetic
setrika,7,lain_lain,synthetic
air kelapa,1,minuman,synthetic
2xBayar Kos,4,tagihan,synthetic
2 Cold Brew,1,minuman,synthetic
Paket Nasi Ayam,0,makanan,synthetic
kopi gula aren,1,minuman,synthetic
Kuot Internet,4,tagihan,synthetic
BOBA,1,minuman,synthetic
2xParacetamol,6,kesehatan,synthetic
mie goreng,0,makanan,synthetic
3xKRL,2,transportasi,synthetic
3xIsi Pulsa,4,tagihan,synthetic
1 Servis Motor,2,transportasi,synthetic
1xTeh Susu,1,minuman,synthetic
Chicke Bowl,0,makanan,synthetic
2xLegalisir,7,lain_lain,synthetic
Ice Latte,1,minuman,synthetic
2xMaxim,2,transportasi,synthetic
3xTiket Bioskop,5,hiburan,synthetic
2xAmoxicillin,6,kesehatan,synthetic
1 Baterai,3,belanja,synthetic
1 Scan,7,lain_lain,synthetic
kopi cappuccino,1,minuman,synthetic
ICED LATTE,1,minuman,synthetic
biaya berobat,6,kesehatan,synthetic
2 Hazelnut Latte,1,minuman,synthetic
KOPI SUSU,1,minuman,synthetic
3xTagihan WiFi,4,tagihan,synthetic
ongkir,7,lain_lain,synthetic
ibuprofen,6,kesehatan,synthetic
Kop Aren,1,minuman,synthetic
3xLatte,1,minuman,synthetic
PANCAKE,0,makanan,synthetic
Bakso,0,makanan,synthetic
waffle,0,makanan,synthetic
2 Tiket Bioskop,5,hiburan,synthetic
Rumah Saki,6,kesehatan,synthetic
1 Materai,7,lain_lain,synthetic
2xLensa Kontak,6,kesehatan,synthetic
Kimia Farm,6,kesehatan,synthetic
grab,2,transportasi,synthetic
1 GoRide,2,transportasi,synthetic
mango drink,1,minuman,synthetic
3xJjajangmyeon,0,makanan,synthetic
TEH MANIS,1,minuman,synthetic
POWER BANK,3,belanja,synthetic
CIRENG,0,makanan,synthetic
2xZakat,7,lain_lain,synthetic
1 PDAM,4,tagihan,synthetic
2 Suplemen,6,kesehatan,synthetic
ojek,2,transportasi,synthetic
nasi putih,0,makanan,synthetic
1xKaos,3,belanja,synthetic
2xCek Darah,6,kesehatan,synthetic
2xFotokopi,7,lain_lain,synthetic
1xTop Up PUBG,5,hiburan,synthetic
French Toas,0,makanan,synthetic
1xBanana Bread,0,makanan,synthetic
PASTA GIGI,3,belanja,synthetic
2xAnteraja,7,lain_lain,synthetic
Dokte Gigi,6,kesehatan,synthetic
SAUSAGE BREAD,0,makanan,synthetic
2 Mie Ayam,0,makanan,synthetic
vanilla latte,1,minuman,synthetic
TIKET MRT,2,transportasi,synthetic
1 Festival,5,hiburan,synthetic
3xTiket Pesawat,2,transportasi,synthetic
Iura Kelas,7,lain_lain,synthetic
data internet,4,tagihan,synthetic
2 Obat Flu,6,kesehatan,synthetic
3xBiaya Periksa,6,kesehatan,synthetic
PRINT,7,lain_lain,synthetic
2 Infaq,7,lain_lain,synthetic
1xObat Sakit Kepala,6,kesehatan,synthetic
3xRamune,1,minuman,synthetic
2 Es Teh,1,minuman,synthetic
Diamon ML,5,hiburan,synthetic
2 Administrasi,4,tagihan,synthetic
YAKULT,1,minuman,synthetic
paket nasi ayam,0,makanan,synthetic
Caesar Sala,0,makanan,synthetic
Tagihan WiF,4,tagihan,synthetic
3xFried Noodle,0,makanan,synthetic
1xVitamin C,6,kesehatan,synthetic
3xSorbet,0,makanan,synthetic
greek salad,0,makanan,synthetic
2 Obat Maag,6,kesehatan,synthetic
buku kuliah,3,belanja,synthetic
Nasi Goreng Kampun,0,makanan,synthetic
Tike KRL,2,transportasi,synthetic
tagihan air,4,tagihan,synthetic
2xSate Kambing,0,makanan,synthetic
2xKopi Aren,1,minuman,synthetic
1 Kwetiau,0,makanan,synthetic
mobil online,2,transportasi,synthetic
canva pro,4,tagihan,synthetic
3xBioskop,5,hiburan,synthetic
fitness,5,hiburan,synthetic
2 XXI,5,hiburan,synthetic
3xHoodie,3,belanja,synthetic
2 Mineral Water,1,minuman,synthetic
2 Nasi Goreng Seafood,0,makanan,synthetic
1xKeyboard,3,belanja,synthetic
1 Dokter,6,kesehatan,synthetic
VITAMIN D,6,kesehatan,synthetic
3xPLN,4,tagihan,synthetic
3xAngkot,2,transportasi,synthetic
3xFries,0,makanan,synthetic
3xGoRide,2,transportasi,synthetic
AYAM PENYET,0,makanan,synthetic
2xKlinik,6,kesehatan,synthetic
3xBensin,2,transportasi,synthetic
OBAT MAAG,6,kesehatan,synthetic
Top Up PUB,5,hiburan,synthetic
nasi ayam geprek,0,makanan,synthetic
3xSmoothie,1,minuman,synthetic
3xSPBU,2,transportasi,synthetic
Tah Tempe,0,makanan,synthetic
2 Pie,0,makanan,synthetic
2 Pembalut,3,belanja,synthetic
tiket kereta,2,transportasi,synthetic
Tike Event,5,hiburan,synthetic
1 Air Mineral,1,minuman,synthetic
1 First Media,4,tagihan,synthetic
LEMON TEA,1,minuman,synthetic
2 Earphone,3,belanja,synthetic
1 Stempel,7,lain_lain,synthetic
kupat tahu,0,makanan,synthetic
1xKolam Renang,5,hiburan,synthetic
2xKopi Espresso,1,minuman,synthetic
Earl Gre,1,minuman,synthetic
ISI PULSA,4,tagihan,synthetic
KOPI TUBRUK,1,minuman,synthetic
biaya pendaftaran,7,lain_lain,synthetic
1 Multivitamin,6,kesehatan,synthetic
3xTiket Bus,2,transportasi,synthetic
topi,3,belanja,synthetic
1xBelanja Online,3,belanja,synthetic
2 Jaket,3,belanja,synthetic
Chicken Bow,0,makanan,synthetic
2xKimia Farma,6,kesehatan,synthetic
JJAJANGMYEON,0,makanan,synthetic
crostini,0,makanan,synthetic
telur dadar,0,makanan,synthetic
1 Donasi,7,lain_lain,synthetic
3xNasi Padang,0,makanan,synthetic
CINEPOLIS,5,hiburan,synthetic
2xTaro Latte,1,minuman,synthetic
2 Pink Lemonade,1,minuman,synthetic
TAMAN BERMAIN,5,hiburan,synthetic
1 Tagihan HP,4,tagihan,synthetic
2 Konsultasi Dokter,6,kesehatan,synthetic
Tike MRT,2,transportasi,synthetic
2 Rapid Test,6,kesehatan,synthetic
3xUC PUBG,5,hiburan,synthetic
1 Lensa Kontak,6,kesehatan,synthetic
1xKimia Farma,6,kesehatan,synthetic
peppermint tea,1,minuman,synthetic
ES KELAPA MUDA,1,minuman,synthetic
taman bermain,5,hiburan,synthetic
Bihu Goreng,0,makanan,synthetic
2xYakult,1,minuman,synthetic
1 Jus Jambu,1,minuman,synthetic
Vouche Game,5,hiburan,synthetic
ISI BENSIN,2,transportasi,synthetic
1xSmoothie,1,minuman,synthetic
1xBayar Listrik,4,tagihan,synthetic
Past Gigi,3,belanja,synthetic
MOZZARELLA STICK,0,makanan,synthetic
BRUSCHETTA,0,makanan,synthetic
2 Iuran,4,tagihan,synthetic
club sandwich,0,makanan,synthetic
1xKopi Dalgona,1,minuman,synthetic
1xTisu,3,belanja,synthetic
2 Dokter,6,kesehatan,synthetic
Kopi Tubru,1,minuman,synthetic
Cireng,0,makanan,synthetic
2 Brown Sugar Latte,1,minuman,synthetic
1xTagihan HP,4,tagihan,synthetic
1xKacamata,6,kesehatan,synthetic
1xTas,3,belanja,synthetic
Cheesecake,0,makanan,synthetic
tahu ikan oma giok,0,makanan,synthetic
2 Anteraja,7,lain_lain,synthetic
2 Biaya Pendaftaran,7,lain_lain,synthetic
2 GrabCar,2,transportasi,synthetic
1 Biaya Berobat,6,kesehatan,synthetic
Mobi Online,2,transportasi,synthetic
3xNasi Box,0,makanan,synthetic
1xKRL,2,transportasi,synthetic
1 Soup,0,makanan,synthetic
2xTiket Wisata,5,hiburan,synthetic
DIAMOND ML,5,hiburan,synthetic
kopi latte,1,minuman,synthetic
Kupat Tah,0,makanan,synthetic
2 Badminton,5,hiburan,synthetic
Nas Ayam Kremes,0,makanan,synthetic
2 Salon,7,lain_lain,synthetic
2 Pameran,5,hiburan,synthetic
Minya Kayu Putih,6,kesehatan,synthetic
INDIHOME,4,tagihan,synthetic
2xSuplemen,6,kesehatan,synthetic
ES KOPI SUSU,1,minuman,synthetic
2xKetoprak,0,makanan,synthetic
1xCGV,5,hiburan,synthetic
JAJAN,7,lain_lain,synthetic
KEBAB,0,makanan,synthetic
Toke Listrik,4,tagihan,synthetic
3xJNT,7,lain_lain,synthetic
2xPrint,7,lain_lain,synthetic
2xGrab,2,transportasi,synthetic
HANSAPLAST,6,kesehatan,synthetic
3xMikrolet,2,transportasi,synthetic
club soda,1,minuman,synthetic
PERTAMAX,2,transportasi,synthetic
Kuota Interne,4,tagihan,synthetic
3xFrench Toast,0,makanan,synthetic
2xJus Semangka,1,minuman,synthetic
1 Nonton Film,5,hiburan,synthetic
Bayar Listri,4,tagihan,synthetic
Commuter Lin,2,transportasi,synthetic
TIKET EVENT,5,hiburan,synthetic
cuci baju,7,lain_lain,synthetic
2xTop Up FF,5,hiburan,synthetic
3xMultivitamin,6,kesehatan,synthetic
1 Lain-lain,7,lain_lain,synthetic
Frie Noodle,0,makanan,synthetic
bihun goreng,0,makanan,synthetic
1xSikat Gigi,3,belanja,synthetic
3xTeh Susu,1,minuman,synthetic
1 Teh Susu,1,minuman,synthetic
1 Topi,3,belanja,synthetic
1 Amoxicillin,6,kesehatan,synthetic
RETRIBUSI PARKIR,2,transportasi,synthetic
PEACH TEA,1,minuman,synthetic
2 Steak,0,makanan,synthetic
3xIbuprofen,6,kesehatan,synthetic
cinepolis,5,hiburan,synthetic
CHIPS,0,makanan,synthetic
1 Anteraja,7,lain_lain,synthetic
3xJilid,7,lain_lain,synthetic
2xPisang Goreng,0,makanan,synthetic
3xPameran,5,hiburan,synthetic
gym,5,hiburan,synthetic
1 Strawberry Drink,1,minuman,synthetic
1xKopi Espresso,1,minuman,synthetic
1xAlat Musik,5,hiburan,synthetic
1xBadminton,5,hiburan,synthetic
Parki Motor,2,transportasi,synthetic
2xRed Velvet,0,makanan,synthetic
2 Salad,0,makanan,synthetic
2xSandal,3,belanja,synthetic
Nasi Campur Bali,0,makanan,cord_v1
Bbk Bengil Nasi,0,makanan,cord_v1
MilkShake Starwb,1,minuman,cord_v1
Ice Lemon Tea,1,minuman,cord_v1
Nasi Ayam Dewata,0,makanan,cord_v1
Free Ice Tea,1,minuman,cord_v1
Organic Green Sa,7,lain_lain,cord_v1
Ice Tea,1,minuman,cord_v1
Ice Orange,1,minuman,cord_v1
Ayam Suir Bali,0,makanan,cord_v1
Tahu Telor Asin,0,makanan,cord_v1
Nasi Goreng Samb,0,makanan,cord_v1
Bbk Panggang Sam,0,makanan,cord_v1
Ayam Sambal Hija,0,makanan,cord_v1
Hot Tea,1,minuman,cord_v1
Ice Kopi,1,minuman,cord_v1
Bebek Street,7,lain_lain,cord_v1
Ice Tea Tawar,1,minuman,cord_v1
SPGTHY BOLOGNASE,7,lain_lain,cord_v1
PEPPER AUS,7,lain_lain,cord_v1
WAGYU RIBEYE,7,lain_lain,cord_v1
ICED LEMON TEA,1,minuman,cord_v1
FUSION TEA LYCHE,1,minuman,cord_v1
NUTTELA BROWNIES,1,minuman,cord_v1
HAKAU UDANG,0,makanan,cord_v1
SIAO MAI BABI,0,makanan,cord_v1
CEKER AYAM,0,makanan,cord_v1
BAKPAO BKR C CRISPY,7,lain_lain,cord_v1
TAHU GORENG CRISPY,0,makanan,cord_v1
Bintang Bremer,7,lain_lain,cord_v1
Chicken H-H,0,makanan,cord_v1
Ades,1,minuman,cord_v1
BASO BIHUN,0,makanan,cord_v1
Spaghetti ChickPesto,1,minuman,cord_v1
BangBang Chick Wings,7,lain_lain,cord_v1
Iced Cappuccino,1,minuman,cord_v1
Gypsy Gelato Ice Tea,1,minuman,cord_v1
BASO TAHU,0,makanan,cord_v1
ES JERUK,1,minuman,cord_v1
PKT AYAM,0,makanan,cord_v1
Kimchi P,7,lain_lain,cord_v1
Fre ice grentea,1,minuman,cord_v1
THAI ICED TEA,1,minuman,cord_v1
Viet Milk Coffee,1,minuman,cord_v1
Nila Bakar/Goreng,0,makanan,cord_v1
Sop Gurame,0,makanan,cord_v1
Teh Poci,1,minuman,cord_v1
NASI + AYAM KATSU TER...,0,makanan,cord_v1
TEH PANAS,1,minuman,cord_v1
ES TEH MANIS,1,minuman,cord_v1
CH CORDON BLEU NASI,0,makanan,cord_v1
BLACK PEPPER MEATBALL,0,makanan,cord_v1
GREEN TEA WITH CRUMBLE,1,minuman,cord_v1
EARL GREY MILK TEA,1,minuman,cord_v1
ORIGINAL BREWED TEA,1,minuman,cord_v1
4005-Maple glazed,7,lain_lain,cord_v1
6001-Plastic Bag Small,3,belanja,cord_v1
QUARTO FORMANGGI PASTA,0,makanan,cord_v1
- TICKET CP,2,transportasi,cord_v1
RB. COKLAT BAR,1,minuman,cord_v1
RB. CREPES TUNA,1,minuman,cord_v1
RB. SISIR PANDAN,7,lain_lain,cord_v1
KING DEAL FISH,0,makanan,cord_v1
UDANG RE,0,makanan,cord_v1
AYM GR JUN NJAN,7,lain_lain,cord_v1
SAPO TH SEAFOOD,7,lain_lain,cord_v1
POCAI 3,7,lain_lain,cord_v1
GURAME FILLET M ASAM MANIS,7,lain_lain,cord_v1
BIHUN GORENG JJ,0,makanan,cord_v1
ICED TEA,1,minuman,cord_v1
NASI PUTIH,0,makanan,cord_v1
BUBUR UNGU,0,makanan,cord_v1
SENDOK BEBEK,3,belanja,cord_v1
WAJIK,7,lain_lain,cord_v1
CENTIK MANIS,7,lain_lain,cord_v1
PLASTIK SEDANG,3,belanja,cord_v1
1001-Choco Bun,0,makanan,cord_v1
2001-Hokkaido Milk Toast,1,minuman,cord_v1
6002-Plastic Bag Medium,3,belanja,cord_v1
Ice t grentea,1,minuman,cord_v1
S-Lemon Macchiato,1,minuman,cord_v1
1032-Double Cheddar,7,lain_lain,cord_v1
CRISPY CHOCO,7,lain_lain,cord_v1
Pepenero Pastel,7,lain_lain,cord_v1
MEGA,7,lain_lain,cord_v1
A.MINERAL BOTOL,1,minuman,cord_v1
AMBUSH DBL CHS BURG,2,transportasi,cord_v1
AMBUSH CHS BURGER,0,makanan,cord_v1
TAKE AWAY CHARGE,7,lain_lain,cord_v1
VANDOOLEN,7,lain_lain,cord_v1
PLASTIK 25,3,belanja,cord_v1
"Chicken HCC, 1Pcs",0,makanan,cord_v1
Colonel Burger,0,makanan,cord_v1
AREM - AREM,7,lain_lain,cord_v1
LEMPER,7,lain_lain,cord_v1
PLASTIK KECIL,3,belanja,cord_v1
OMA NASI KUNING CAKALANG MANI,0,makanan,cord_v1
Cuka Apel Moringa,7,lain_lain,cord_v1
GONG GIBAB,7,lain_lain,cord_v1
BO SSAM,7,lain_lain,cord_v1
HAEMUL DENJANG JJIGAE,7,lain_lain,cord_v1
MULNAENGMYO N,7,lain_lain,cord_v1
MINI CHOCO,0,makanan,cord_v1
DumDum Thai Iced Green Tea,1,minuman,cord_v1
H COUPLE SEA,7,lain_lain,cord_v1
BURGER CHIC DECKER,0,makanan,cord_v1
Home Made Lemonade,1,minuman,cord_v1
KOREAN CURRY M,7,lain_lain,cord_v1
ALMOND CHOCO CREAMCHEESE,1,minuman,cord_v1
Nutella Cheese,1,minuman,cord_v1
Toblerone BanCheese,1,minuman,cord_v1
CHOCO PUFF,7,lain_lain,cord_v1
CREAMY BEEF CLS FTC,0,makanan,cord_v1
NEW ORIENTAL CHK RICE,1,minuman,cord_v1
LIPTON PITCHER,7,lain_lain,cord_v1
SC/P SUPER SUPREME,7,lain_lain,cord_v1
CB/P BLACK PEPP BEEF,0,makanan,cord_v1
1,7,lain_lain,cord_v1
Large *Plastik Kcl,3,belanja,cord_v1
BASO TAHU BIHUN,0,makanan,cord_v1
ICED TT,1,minuman,cord_v1
Jamur Crispy,3,belanja,cord_v1
Sambel Kecap,7,lain_lain,cord_v1
Sweet Plum Potato,7,lain_lain,cord_v1
CHO MOUSSE,7,lain_lain,cord_v1
GRAPE JELLY,7,lain_lain,cord_v1
Kopi Susu Sudirman,1,minuman,cord_v1
Chocolate Twist,1,minuman,cord_v1
RTD Kunyit,7,lain_lain,cord_v1
Tepung Jagung,7,lain_lain,cord_v1
SHOPPING BAG ROTI'O' 370/M,0,makanan,cord_v1
